UNI_ID,COURSE_NAME,TITLE,PUBLICATION_YEAR,AUTHORS,PUBLISHER,RESOURCE_TYPE
2, dynamics of cultural diversity in the workplace and the community ,chapter 2: cross-cultural research methods,,,,chapter
2, dynamics of cultural diversity in the workplace and the community ,cultural diversity and leadership,,,,article
2, dynamics of cultural diversity in the workplace and the community ,chapter 6: managing for cross-cultural effectiveness,,,,chapter
2, dynamics of cultural diversity in the workplace and the community ,"a review of cross-cultural training: best practices, guidelines, and research needs",,,,article
2, current debates in education ,the enduring appeal of ‘learning styles’,,,,article
2, current debates in education ,assessing the effects of school resources on student performance: an update,,,,article
2, refugee law ,future seekers ii: refugees and irregular migration in australia,,,federation press,book
2, refugee law ,report of the expert panel on asylum seekers,,,,article
2," community work across sites, settings and peoples ",community development and sport participation,,,,article
2," community work across sites, settings and peoples ",why is community involvement in health important now?,,,,chapter
2," society, culture and ecology in asia ",introduction and conclusion of the art of not being governed: an anarchist history of upland southeast asia,,,,chapter
2," society, culture and ecology in asia ",riches of the sea,,,,article
2," old media, new media ",code/space: software and everyday life,,,mit press,book
2," old media, new media ",unlike us reader: social media monopolies and their alternatives,,,institute of network cultures,book
2," old media, new media ",structures of participation in digital culture,,,social science research council,book
2," indigeneity, critical theory and social justice ",frames of war: when is life grievable?,,,verso,book
2," indigeneity, critical theory and social justice ",introduction: homonationalism and biopolitics,,,,chapter
2, computer security ,computer security. chapter 5: the security kernel,,,,chapter
2, computer security ,security in computing,,,prentice hall ptr,book
2," terrorists, gangsters and the state ",human security/environmental security,,,,article
2," terrorists, gangsters and the state ",between a rock and a hard place: radical islam in post-suharto indonesia,,,,article
2," terrorists, gangsters and the state ","rethinking insecurity, war and violence: beyond savage globalization?",,,routledge,book
2," terrorists, gangsters and the state ",informal networks and religious intolerance: how clientelism incentivizes the discrimination of the ahmadiyah in indonesia,,,,article
2," terrorists, gangsters and the state ",why do south-east asian states choose to suppress opium? a cross-case comparison,,,,article
2," terrorists, gangsters and the state ",eat pray mourn: crime and punishment in jakarta,,,,article
2," terrorists, gangsters and the state ",from hope to disillusion,,,,article
2," terrorists, gangsters and the state ",food security and poverty in asia and the pacific: key challenges and policy issues,,,asian development bank,document
2," terrorists, gangsters and the state ",human trafficking from the philippines to malaysia: the impact of urbanism,,,,article
2," terrorists, gangsters and the state ",oil palm plantations and transboundary haze: patronage networks and land licensing in indonesia’s peatlands,,,,article
2, genetics and evolution ,basic human genetics,,,"sinauer associates, inc",book
2, overseas aid and international development (oua) ,"‘who is the developed woman?’: women as a category of development discourse, kumaon, india.",,,,article
2, strategies for growth and excellence ,strategic foresight for collaborative exploration of new business fields,,,,article
2, screen texts ,narrative comprehension and film,,,routledge,book
